MSOA21CD,MSOA21NM,MEDIAN_AI,MIN_AI,MAX_AI,MEAN_PTAL_,Shape_Leng,Shape_Area,mean_AI
E02000195,Croydon 002,5.665691384080000,0.000000000000000,11.914498811400000,2,8909.954252690000430,1936940.005889999913052,5.672482383510000
E02000196,Croydon 003,6.497582541780000,2.040856407520000,15.779989781599999,2,7697.851313830000436,1225951.050499999895692,6.801947556030000
E02000197,Croydon 004,6.517113395660000,0.000000000000000,16.071111036700000,2,6427.820569040000009,992740.846023999969475,6.345124127060000
E02000198,Croydon 005,8.031209374610000,2.895205715610000,14.496379266700000,2,6359.968202510000083,892121.478028999990784,8.117927678919999
E02000199,Croydon 006,6.543952747280000,0.000000000000000,16.095381620900000,2,4927.212906970000404,862935.781362000037916,7.248368220360000
E02000200,Croydon 007,10.046050043599999,2.072619768590000,20.821357224300002,3,6755.556307150000066,1247453.740419999929145,10.664097711500000
E02000201,Croydon 008,12.090396473800000,2.092442338160000,19.456342404800001,3,7080.317018149999967,858845.362731999950483,11.181933295100000
E02000202,Croydon 009,6.787549481560000,3.002632332990000,14.405394353900000,2,4721.256695830000353,735000.263976000016555,7.548989515980000
E02000203,Croydon 010,11.976379415700000,2.488500750310000,18.062751298700000,3,7645.996266279999872,773820.652323000016622,11.334414853500000
E02000204,Croydon 011,6.940431194140000,0.000000000000000,15.369594948000000,2,6676.090945549999560,1086710.110169999999925,7.276131981030000
E02000206,Croydon 013,9.564055306340000,0.000000000000000,18.580063684500001,2,7066.328980709999996,1460964.304879999952391,9.055651899860001
E02000207,Croydon 014,8.103251124610001,0.000000000000000,17.618918855200000,2,9594.091619759999958,1241093.986229999922216,8.058323462060001
E02000208,Croydon 015,10.095004164100001,2.431981668130000,23.022718063199999,2,7434.319311360000029,875694.073891000007279,9.745628347009999
E02000209,Croydon 016,7.187146946610000,0.000000000000000,12.223720002200000,2,7250.299535180000021,1002772.131829999969341,7.072123982700000
E02000210,Croydon 017,6.713065298640000,2.480345503070000,16.924237409600000,2,4828.830404080000335,774819.122687999974005,7.085194837850000
E02000211,Croydon 018,2.143547663040000,0.000000000000000,10.501522672200000,1b,7430.291514470000038,1678323.823829999892041,3.049555279300000
E02000212,Croydon 019,8.534550179220000,0.000000000000000,23.595324675400001,2,7144.897497879999719,1241332.683909999905154,9.356049393299999
E02000213,Croydon 020,26.677145240800002,7.016709978740000,66.666844807399997,6a,8004.810365469999851,1030643.632319999975152,31.214314656700001
E02000214,Croydon 021,10.053535760800001,0.000000000000000,15.019918305199999,2,5997.748182110000016,1030865.252710000029765,9.418500973420000
E02000215,Croydon 022,16.326888097000001,5.536354114960000,51.430972137099999,5,5147.424184399999831,986341.848213999997824,20.359804473200001
E02000216,Croydon 023,6.432619259320000,0.000000000000000,41.203525734000003,2,6613.463402010000209,2186703.984829999972135,9.169859866370000
E02000217,Croydon 024,16.442917422499999,4.845048010200000,61.094914621400001,5,7700.890556760000436,1431422.028910000110045,20.492972635499999
